HP:0002615	Hypotension	Arterial hypotension|Low blood pressure		HP:0005127|HP:0006701	HP:0011025	Hypotension
HP:0002616	Aortic root dilatation	increased aortic root diameter		HP:0004750|HP:0005125	HP:0005111	
HP:0002617	Aneurysm	ANEURYSMS	Aneurysmal disease		HP:0002597	Aneurysm
HP:0002619	Varicose veins				HP:0005293	Varicose Veins
HP:0002621	Atherosclerosis				HP:0002634	Atherosclerosis
HP:0002622	Dissecting aortic aneurysm				HP:0002647|HP:0004942	
HP:0002623	Overriding aorta	Dextroposition of aorta			HP:0001679	
HP:0002624	Venous abnormality				HP:0002597	
HP:0002625	Deep venous thrombosis	Deep vein thrombosis|Multiple deep venous thrombosis			HP:0004936	
HP:0002626	Venous varicosities of celiac and mesenteric vessels				HP:0002619	
HP:0002627	Right aortic arch with mirror image branching				HP:0012020	
HP:0002629	Gastrointestinal arteriovenous malformation				HP:0004296|HP:0100026	
HP:0002630	Fat malabsorption				HP:0002024|HP:0002244	
HP:0002631	Ascending aortic aneurysm				HP:0005111|HP:0012727	
HP:0002632	Low-to-normal blood pressure				HP:0002615	
HP:0002633	Vasculitis				HP:0002597	Vasculitis
HP:0002634	Arteriosclerosis				HP:0002597	Arteriosclerosis
HP:0002635	Atheromatosis				HP:0002621	
HP:0002636	Aneurysm of an abdominal artery				HP:0002617|HP:0011004	
HP:0002637	Cerebral ischemia				HP:0009145|HP:0100545	
HP:0002638	Superficial thrombophlebitis				HP:0004418	
HP:0002639	Budd-Chiari syndrome				HP:0002624	Budd-Chiari Syndrome
HP:0002640	Hypertension associated with pheochromocytoma				HP:0000822	
HP:0002641	Peripheral thrombosis				HP:0001977	
HP:0002642	Arteriovenous fistulas of celiac and mesenteric vessels				HP:0002624|HP:0004947	
HP:0002643	Neonatal respiratory distress	Infantile respiratory distress|Newborn respiratory distress|Respiratory distress, neonatal			HP:0002093	
HP:0002644	Abnormality of pelvic girdle bone morphology		Abnormality of the pelvic girdle		HP:0011844	
HP:0002645	Wormian bones	Extra sutural bones			HP:0011329	
HP:0002647	Aortic dissection				HP:0001679	
HP:0002648	Abnormality of calvarial morphology				HP:0002683	
HP:0002650	Scoliosis			HP:0002770|HP:0003303|HP:0003317|HP:0003415	HP:0010674	Scoliosis
HP:0002651	Spondyloepimetaphyseal dysplasia				HP:0002652	
HP:0002652	Skeletal dysplasia			HP:0005685	HP:0011842	
HP:0002653	Bone pain				HP:0011843	
HP:0002654	Multiple epiphyseal dysplasia				HP:0002652	
HP:0002655	Spondyloepiphyseal dysplasia	Spondyloepiphyseal dysplasia tarda		HP:0002776|HP:0005893	HP:0002652	
HP:0002656	Epiphyseal dysplasia				HP:0002652|HP:0005930	
HP:0002657	Spondylometaphyseal dysplasia				HP:0002652	
HP:0002659	Increased susceptibility to fractures	Abnormal susceptibility to fractures|Bone fragility|Increased bone fragility|Increased tendency to fractures		HP:0002662|HP:0002798|HP:0005710|HP:0005783|HP:0005931	HP:0011843	
HP:0002661	Painless fractures due to injury				HP:0002659	
HP:0002663	Delayed epiphyseal ossification	Delayed epiphyseal maturation|Delayed opacification of the epiphyses|Detailed epiphyseal ossification|Epiphyseal ossification delay		HP:0005862	HP:0005930|HP:0010656	
HP:0002664	Neoplasm	Neoplasia|Oncological abnormality|Oncology	Cancer	HP:0003008|HP:0006741	HP:0000118	Neoplasms
HP:0002665	Lymphoma				HP:0004377	Lymphoma
HP:0002666	Pheochromocytoma				HP:0100634	Pheochromocytoma
HP:0002667	Nephroblastoma (Wilms tumor)	Nephroblastoma|Wilm's tumor|Wilms tumor		HP:0000115	HP:0002898|HP:0011794	Wilms Tumor
HP:0002668	Paraganglioma	Carotid body tumors|Paragangliomas		HP:0002670|HP:0003004	HP:0100634	Paraganglioma
HP:0002669	Osteosarcoma	Osteogenic sarcoma			HP:0010622|HP:0100242	Osteosarcoma
HP:0002671	Basal cell carcinoma	Basal cell carcinomas|Basal cell epithelioma|Basal cell nevus|Basalioma			HP:0008069	
HP:0002672	Gastrointestinal carcinoma				HP:0006749	
HP:0002673	Coxa valga		COXA VALGA DEFORMITY		HP:0003367	Coxa valga
HP:0002676	Cloverleaf skull	Kleeblattschaedel		HP:0004477|HP:0005459	HP:0002648	
HP:0002677	Small foramen magnum	Foramen magnum stenosis		HP:0005468	HP:0002699	
HP:0002678	Skull asymmetry				HP:0002648	
HP:0002679	Abnormality of the sella turcica	Anomaly of the sella turcica			HP:0000929	
HP:0002680	J-shaped sella turcica	J-shaped sella			HP:0002681	
HP:0002681	Deformed sella turcica				HP:0002679	
HP:0002682	Broad skull				HP:0002648	
HP:0002683	Abnormality of the calvaria				HP:0000929	
HP:0002684	Thickened calvaria	Calvarial thickening|Calvarium thickened|Increased calvarial thickness|Thick calvaria|Thick calvarium|Thickened calcaria|Thickened calvarium|Thickened cranial vault|Thickened cranium|Thickening of the calvaria			HP:0002683	
HP:0002686	Prenatal maternal abnormality				HP:0001197	
HP:0002687	Abnormality of the frontal sinuses				HP:0000245	
HP:0002688	Absent frontal sinuses	Absence of frontal sinuses|Absent frontal sinus		HP:0005475	HP:0009119	
HP:0002689	Absent paranasal sinuses				HP:0005453	
HP:0002690	Large sella turcica	Enlarged sella turcica|Prominent sella turcica		HP:0005444	HP:0002679	
HP:0002691	Platybasia				HP:0002648	Platybasia
HP:0002692	Hypoplastic facial bones				HP:0011821	
HP:0002693	Abnormality of the skull base				HP:0000929	
HP:0002694	Sclerosis of skull base	Marked sclerosis of skull base|Sclerosis of the skull base|Sclerotic of skull base		HP:0005757	HP:0002693|HP:0011001	
HP:0002695	Symmetrical, oval parietal bone defects	Symmetrical, oval defects in the parietal bone			HP:0002696	
HP:0002696	Abnormality of the parietal bone				HP:0002648	
HP:0002697	Parietal foramina				HP:0002696	
HP:0002699	Abnormality of the foramen magnum				HP:0000929	
HP:0002700	Large foramen magnum	Wide foramen magnum			HP:0002699	
HP:0002703	Abnormality of skull ossification				HP:0000929	
HP:0002705	High, narrow palate				HP:0000189|HP:0000218	
HP:0002707	Palate telangiectasia	Palate telangiectases|Palate teleangiectases		HP:0000229	HP:0000174|HP:0000228	
HP:0002708	Prominent median palatal raphe				HP:0000174	
HP:0002710	Commissural lip pit	Commissural pit			HP:0100267	
HP:0002711	Exaggerated median tongue furrow				HP:0000221	
HP:0002714	Downturned corners of mouth	Downturned corners of the mouth|Downturned mouth		HP:0000192	HP:0011338	
HP:0002715	Abnormality of the immune system	Immunological abnormality		HP:0003257|HP:0003346|HP:0010986	HP:0000118	
HP:0002716	Lymphadenopathy	Lymph node hyperplasia		HP:0002735	HP:0002733	
HP:0002717	Adrenal overactivity				HP:0011733	
HP:0002718	Recurrent bacterial infections	Bacterial infections, recurrent|Frequent bacterial infections|Frequent pyogenic infections|Increased susceptibility to bacterial infections|Recurrent major bacterial infections|Recurrent pyogenic infections|Susceptibility to pyogenic infection	Prone to bacterial infection	HP:0005355|HP:0005361|HP:0005367|HP:0005391|HP:0005393|HP:0005410	HP:0002719	
HP:0002719	Recurrent infections	Frequent infections|Frequent, severe infections|Increased frequency of infection|Predisposition to infections|Susceptibility to infection|infections, recurrent		HP:0002957|HP:0002964|HP:0005405	HP:0010978	
HP:0002720	IgA deficiency	Decreased IgA|Decreased immunoglobulin A|Gamma-A globulin deficiency|Low levels of immunoglobulin A|Reduced IgA levels		HP:0005358|HP:0005399|HP:0005431|HP:0008350	HP:0004313	IgA Deficiency
HP:0002721	Immunodeficiency	Immune deficiency		HP:0005362|HP:0005371	HP:0010978	
HP:0002722	Recurrent abscess formation				HP:0002719	
HP:0002723	Absence of bactericidal oxidative 'respiratory burst' in phagocytes				HP:0010977	
HP:0002724	Recurrent Aspergillus infections	Aspergillus infections, recurrent			HP:0002841	
HP:0002725	Systemic lupus erythematosus				HP:0002960	Lupus Erythematosus, Systemic
HP:0002726	Recurrent Staphylococcus aureus infections	Staphylococcus aureus infections, recurrent			HP:0007499	
HP:0002728	Chronic mucocutaneous candidiasis	Chronic candidiasis of mucosa, skin and nails|Mucocutaneous candidiasis		HP:0005392	HP:0002841|HP:0011370	Candidiasis, Chronic Mucocutaneous
HP:0002729	Follicular hyperplasia				HP:0002716	
HP:0002730	Chronic noninfectious lymphadenopathy				HP:0002716	
HP:0002731	Defective lymphocyte apoptosis				HP:0004332	
HP:0002732	Lymph node hypoplasia		Small lymph nodes		HP:0002733	
HP:0002733	Abnormality of the lymph nodes	Abnormal lymph node histology		HP:0008149	HP:0100763	
HP:0002737	Thick skull base				HP:0002693	
HP:0002738	Hypoplastic frontal sinuses	Underdeveloped frontal sinuses			HP:0009119	
HP:0002740	Recurrent E. coli infections	E coli infections|E coli infections, recurrent			HP:0005420	
HP:0002741	Recurrent Serratia marcescens infections				HP:0005420	
HP:0002742	Recurrent Klebsiella infections	Klebsiella infections, recurrent			HP:0005420	
HP:0002743	Recurrent enteroviral infections				HP:0004429	
HP:0002744	Bilateral cleft lip and palate	Bilateral cleft lip and cleft palate			HP:0100336|HP:0100337	
HP:0002745	Oral leukoplakia	leukokeratosis			HP:0011830	Leukoplakia, Oral
HP:0002747	Respiratory insufficiency due to muscle weakness	Decreased respiratory function due to muscle weakness|Respiratory distress due to muscle weakness|Respiratory failure due to muscle weakness|Respiratory muscle weakness		HP:0004882|HP:0004888	HP:0002093|HP:0004347	
HP:0002748	Rickets				HP:0004349	Rickets
HP:0002749	Osteomalacia				HP:0004349	Osteomalacia
HP:0002750	Delayed skeletal maturation	Delayed bone age|Delayed bone age before puberty|Delayed bone maturation|Delayed skeletal development|Retarded bone age|Skeletal maturation retardation		HP:0000928|HP:0002806	HP:0000927	
HP:0002751	Kyphoscoliosis			HP:0003412|HP:0003424|HP:0004593|HP:0005728	HP:0002650|HP:0002808	
HP:0002752	Sparse bone trabeculae				HP:0100671	
HP:0002753	Thin bony cortex	Thin cortices		HP:0003104	HP:0003103	
HP:0002754	Osteomyelitis				HP:0011843	Osteomyelitis
HP:0002755	Osteomyelitis due to immunodeficiency				HP:0002721|HP:0002754	
HP:0002756	Pathologic fracture	Spontaneous fracture	PATHOLOGIC FRACTURES|SPONTANEOUS FRACTURES	HP:0005633	HP:0002659	
HP:0002757	Recurrent fractures	Increased fracture rate|Increased fractures|Multiple fractures|Multiple spontaneous fractures|Varying degree of multiple fractures		HP:0002660|HP:0002767|HP:0002809	HP:0002659	
HP:0002758	Osteoarthritis			HP:0002824|HP:0005762	HP:0001369	Osteoarthritis
HP:0002761	Generalized joint laxity		JOINT LAXITY, GENERALIZED		HP:0001382	
HP:0002762	Multiple exostoses				HP:0100777	
HP:0002763	Abnormal cartilage morphology				HP:0011842	
HP:0002764	Stippled chondral calcification				HP:0002832|HP:0100593	
HP:0002766	Relatively short spine				HP:0008518	
HP:0002773	obsolete Small vertebral bodies	Small vertebrae				
HP:0002777	Tracheal stenosis				HP:0002778	Tracheal Stenosis
HP:0002778	Abnormality of the trachea		Tracheal disease		HP:0005607	
HP:0002779	Tracheomalacia				HP:0002778	Tracheomalacia
HP:0002780	Bronchomalacia				HP:0002109	Bronchomalacia
HP:0002781	Upper airway obstruction				HP:0002087	
HP:0002783	Recurrent lower respiratory tract infections	Chronic lung infections|Lower respiratory tract infections|Recurrent chest infections		HP:0004884|HP:0005955	HP:0002205	
HP:0002786	Tracheobronchomalacia				HP:0002779|HP:0002780	Tracheobronchomalacia
HP:0002787	Tracheal calcification	Calcification  of the trachea|Tracheal calcifications|Tracheal ectopic calcification			HP:0002778|HP:0010766	
HP:0002788	Recurrent upper respiratory tract infections	Frequent upper respiratory infections|Frequent upper respiratory tract infections|Recurrent upper respiratory and lower respiratory infections|Recurrent upper respiratory infection|Recurrent upper respiratory infections|Upper respiratory tract infections|Upper respiratory tract infections, recurrent		HP:0001740|HP:0002784	HP:0001739|HP:0002205	
HP:0002789	Tachypnea	Increased respiratory rate or depth of breathing|Polypnea		HP:0002874|HP:0004346	HP:0002793	Tachypnea
HP:0002790	Neonatal breathing dysregulation				HP:0005957	
HP:0002791	Hypoventilation	Alveolar hypoventilation		HP:0004892	HP:0002793	Hypoventilation
HP:0002792	Reduced vital capacity	Decreased vital capacity			HP:0002795	
HP:0002793	Abnormal pattern of respiration	Abnormal respiratory patterns			HP:0002795	
HP:0002795	Functional respiratory abnormality				HP:0002086	
HP:0002797	Osteolysis	Increased bone resorption|Osteolytic defects of bones		HP:0010737	HP:0003330	Osteolysis
HP:0002803	Congenital contracture	Congenital joint contractures|congenital contractures			HP:0001371	
HP:0002804	Arthrogryposis multiplex congenita	Arthrogryposis|Arthrogryposis multiplex|Arthrogryposis, congenital|Multiple congenital contractures		HP:0001389|HP:0001390|HP:0002759|HP:0005188|HP:0005663|HP:0005809|HP:0005859	HP:0002803	
HP:0002805	Accelerated bone age after puberty				HP:0005616	
HP:0002808	Kyphosis	Gibbus deformity|Hyperkyphosis|Round back		HP:0002769|HP:0003314	HP:0010674	Kyphosis
HP:0002810	Dumbbell-shaped metaphyses	Dumbbell shaped metaphyses		HP:0005079	HP:0000944	
HP:0002812	Coxa vara				HP:0003367	Coxa vara
HP:0002813	Abnormality of limb bone morphology	Limb abnormality			HP:0011844|HP:0040068	
HP:0002814	Abnormality of the lower limb	Abnormality of the leg|Lower limb deformities			HP:0040064	
HP:0002815	Abnormality of the knees				HP:0100491	
HP:0002816	Genu recurvatum	Genu recurvata			HP:0002815	
HP:0002817	Abnormality of the upper limb	Abnormality of the arm		HP:0003838	HP:0040064	
HP:0002818	Abnormality of the radius				HP:0040072	
HP:0002821	Neuropathic arthropathy				HP:0003040	
HP:0002822	Hyperplasia of the femoral trochanters	Hyperplastic femoral trochanters			HP:0003366|HP:0040066	
HP:0002823	Abnormality of the femur	Abnormality of the femora		HP:0001439	HP:0040069	
HP:0002825	Caudal appendage	Coccygeal tail			HP:0008519	
HP:0002826	Halberd-shaped pelvis				HP:0002644	
HP:0002827	Hip dislocation	Dislocated hips|Dislocation of hip		HP:0001375	HP:0001384|HP:0030311	Hip Dislocation
HP:0002828	Multiple joint contractures				HP:0001371	
HP:0002829	Arthralgia	Arthralgias|Joint pain	JOINT PAINS		HP:0001367	Arthralgia
HP:0002831	Long coccyx				HP:0008519	
HP:0002832	Calcific stippling	Discrete calcific stippling		HP:0005738	HP:0010766	
HP:0002833	Cystic angiomatosis of bone	Lytic cystic lesions in appendicular bones			HP:0012062	
HP:0002834	Flared femoral metaphysis				HP:0006489|HP:0030307	
HP:0002835	Aspiration				HP:0002795	
HP:0002836	Bladder exstrophy				HP:0000014|HP:0100548	Bladder exstrophy
HP:0002837	Recurrent bronchitis	Bronchitis, recurrent		HP:0002785	HP:0002109|HP:0002788|HP:0012387	
HP:0002839	Urinary bladder sphincter dysfunction	Sphincter disturbance|Sphincter disturbances		HP:0000018	HP:0000009	
HP:0002840	Lymphadenitis				HP:0002733	Lymphadenitis
HP:0002841	Recurrent fungal infections			HP:0005350|HP:0005380|HP:0005388	HP:0002719	
HP:0002842	Recurrent Burkholderia cepacia infections				HP:0005420	
HP:0002843	Abnormality of T cells	Abnormal T cells|Cellular immune defect|Defective cellular immunity		HP:0002734	HP:0004332	
HP:0002845	Increased number of peripheral CD3+ T cells				HP:0100828	
HP:0002846	Abnormality of B cells	Abnormal B cells			HP:0004332	
HP:0002847	Impaired memory B-cell generation				HP:0005372	
HP:0002848	Specific anti-polysaccharide antibody deficiency	Depressed antibody response to polysaccharide antigens			HP:0012475	
HP:0002849	Absence of lymph node germinal center	Lymph nodes lack germinal center|Lymphoid germinal center defect			HP:0002733	
HP:0002850	IgM deficiency	Decreased IgM|Decreased IgM level|Reduced IgM levels		HP:0003147|HP:0005385	HP:0004313	
HP:0002851	Increased number of CD4-/CD8- T cells expressing alpha/beta T-cell receptors				HP:0100828	
HP:0002853	Increased proportion of HLA DR+ and CD57+ T cells				HP:0011839	
HP:0002857	Genu valgum	Genu valga|Genu valgus|Genua valga|Knee joint valgus deformity|Knock knees		HP:0004999	HP:0002815|HP:0002979	Genu valgum
HP:0002858	Meningioma	Meligioma|Mengioma|Mengiomia|Menigiom|Menigioma		HP:0006754	HP:0100835	Meningioma
HP:0002859	Rhabdomyosarcoma				HP:0009728|HP:0100242	Rhabdomyosarcoma
HP:0002860	Squamous cell carcinoma				HP:0008069	
HP:0002861	Melanoma	Malignant melanoma		HP:0002887|HP:0006777|HP:0007474	HP:0011792	Melanoma
HP:0002862	Bladder carcinoma				HP:0009725	
HP:0002863	Myelodysplasia	Myelodysplastic syndrome	Hypoplastic myelodysplasia	HP:0004832|HP:0006730	HP:0004377	Myelodysplastic Syndromes
HP:0002864	Paraganglioma of head and neck	Paragangliomas, head and neck			HP:0002668	
HP:0002865	Medullary thyroid carcinoma				HP:0002890	
HP:0002866	Hypoplastic iliac wing	Hypoplastic iliac alae|Hypoplastic iliac wings|Small iliac wings		HP:0003169|HP:0003181|HP:0008837	HP:0000946|HP:0011867	
HP:0002867	Abnormality of the ilium	Iliac abnormalities			HP:0003272	
HP:0002868	Narrow iliac wings				HP:0011867	
HP:0002869	Flared iliac wings	Flared iliac wing			HP:0011867	
HP:0002870	Obstructive sleep apnea		Obstructive sleep apnoea		HP:0010535	Sleep Apnea, Obstructive
HP:0002871	Central apnea	Central apnoea			HP:0002104	
HP:0002872	Apneic episodes precipitated by illness, fatigue, stress	Episodic apnea induced by febrile illness or stress			HP:0002104	
HP:0002875	Exertional dyspnea				HP:0002094	
HP:0002876	Episodic tachypnea	Hyperpnea, episodic		HP:0002881	HP:0002789	
HP:0002877	Nocturnal hypoventilation				HP:0002791	
HP:0002878	Respiratory failure			HP:0004877	HP:0002093	
HP:0002879	Anisospondyly				HP:0003312	
HP:0002880	Respiratory difficulties				HP:0002795	
HP:0002882	Sudden episodic apnea				HP:0002104	
HP:0002883	Hyperventilation				HP:0002793	Hyperventilation
HP:0002884	Hepatoblastoma				HP:0002896|HP:0002898	Hepatoblastoma
HP:0002885	Medulloblastoma				HP:0100836	Medulloblastoma
HP:0002886	Vagal paraganglioma	Vagal nerve tumors|Vagal nerve tumors (glomus vagale)	Glomus vagale paraganglioma		HP:0002864	
HP:0002888	Ependymoma				HP:0009733	Ependymoma
HP:0002890	Thyroid carcinoma				HP:0100031	
HP:0002891	Uterine leiomyosarcoma				HP:0010784|HP:0100243	
HP:0002893	Pituitary adenoma				HP:0011750	
HP:0002894	Neoplasm of the pancreas	Cancer of the pancreas|Neoplasia of the pancreas|Pancreatic cancer	increased risk of pancreatic cancer	HP:0004511	HP:0001732|HP:0011793	
HP:0002895	Papillary thyroid carcinoma	Papillary carcinoma of thyroid|Thyroid papillary carcinoma			HP:0002890	
HP:0002896	Neoplasm of the liver	Liver cancer			HP:0001392|HP:0007378	
HP:0002897	Parathyroid adenoma	Parathyroid adenomas		HP:0008257	HP:0100733	
HP:0002898	Embryonal neoplasm	Embryonal neoplasia|Embryonal tumors			HP:0011792	
HP:0002900	Hypokalemia				HP:0011042	Hypokalemia
HP:0002901	Hypocalcemia	Hypocalcaemia			HP:0040077	Hypocalcemia
HP:0002902	Hyponatremia				HP:0010931	Hyponatremia
HP:0002904	Hyperbilirubinemia				HP:0001939	Hyperbilirubinemia
HP:0002905	Hyperphosphatemia				HP:0100529	Hyperphosphatemia
HP:0002907	Microscopic hematuria	Microhematuria			HP:0000790	
HP:0002908	Conjugated hyperbilirubinemia	Direct hyperbilirubinemia		HP:0008351	HP:0002904	
HP:0002909	Generalized aminoaciduria	Generalized nonspecific aminoaciduria		HP:0008284|HP:0008317	HP:0003355	
HP:0002910	Elevated hepatic transaminases	Abnormal liver enzymes|Abnormal liver function|Abnormal liver function tests|Elevated liver enzymes|Elevated serum transaminases|Elevated transaminases|Increased liver enzymes|Increased liver function tests|Increased transaminases|Subclinical abnormal liver function tests	Elevated liver function tests	HP:0001411|HP:0003143|HP:0003156|HP:0003293|HP:0006567|HP:0006578|HP:0008267|HP:0008342	HP:0001392	
HP:0002912	Methylmalonic acidemia			HP:0003123|HP:0008295	HP:0001941|HP:0004341|HP:0010995	
HP:0002913	Myoglobinuria				HP:0003110	Myoglobinuria
HP:0002914	Hyperchloridura	Increased urinary chloride			HP:0012600	
HP:0002916	Abnormality of chromosome segregation				HP:0011017	
HP:0002917	Hypomagnesemia			HP:0003284	HP:0004921	
HP:0002918	Hypermagnesemia				HP:0004921	
HP:0002919	Ketonuria	Ketonaciduria	Acetonuria|KETOACIDURIA		HP:0012072	
HP:0002920	Decreased circulating ACTH level				HP:0011043	
HP:0002921	Abnormality of the cerebrospinal fluid	Abnormal CSF findings|Abnormality of the CSF			HP:0002011	
HP:0002922	Increased CSF protein	Cerebrospinal fluid protein increased|Cerebrospinal fluid with increased protein|Elevated cerebrospinal fluid protein|Elevated csf protein|Increased protein in csf|Spinal fluid protein elevated			HP:0002921	
HP:0002923	Rheumatoid factor positive				HP:0030057	Rheumatoid Factor
HP:0002924	Decreased circulating aldosterone level	Decreased aldosterone|Decreased serum aldosterone			HP:0040085	
HP:0002925	Thyroid-stimulating hormone excess	Elevated thyroid stimulating hormone|Elevated thyroid stimulating hormone levels|High TSH|Increased serum thyroid-stimulating hormone|Increased thyroid-stimulating hormone|TSH excess			HP:0010514	
HP:0002926	Abnormality of thyroid physiology	Abnormal thyroid function			HP:0000820	
HP:0002927	Histidinuria			HP:0010905	HP:0003355|HP:0010904	
HP:0002928	Decreased activity of the pyruvate dehydrogenase (PDH) complex	Pyruvate dehydrogenase complex deficiency			HP:0003287	
HP:0002929	Leydig cell insensitivity to gonadotropin				HP:0008373	
HP:0002930	Thyroid hormone receptor defect	End-organ unresponsiveness to thyroid hormone|Resistance to thyroid hormone|Thyroid hormone resistance		HP:0008215|HP:0008243|HP:0008262	HP:0002926	
HP:0002932	Aldehyde oxidase deficiency				HP:0004354	
HP:0002933	Ventral hernia				HP:0004299	Hernia, Ventral
HP:0002936	Distal sensory impairment	Decreased distal sensation|Distal sensation loss|Distal sensory impairment in lower limbs|Distal sensory impairment of the lower extremities|Distal sensory loss|Distal sensory loss, upper and lower limbs|Loss of distal sensation		HP:0003476|HP:0006843|HP:0006845|HP:0006922|HP:0006971|HP:0006993|HP:0007138|HP:0007292|HP:0007296	HP:0003474	
HP:0002937	Hemivertebrae	Hemivertebra			HP:0003312|HP:0003422	
HP:0002938	Lumbar hyperlordosis	Exaggerated lumbar lordosis|Increased lumbar lordosis|Lumbar lordosis|Prominent lumbar lordosis		HP:0002941|HP:0004560|HP:0004574|HP:0004596	HP:0003307	
HP:0002942	Thoracic kyphosis	Accentuated thoracic kyphosis|Exaggerated thoracic kyphosis			HP:0002808|HP:0100711	
HP:0002943	Thoracic scoliosis			HP:0004615	HP:0002650|HP:0100711	
HP:0002944	Thoracolumbar scoliosis	Scoliosis, thoracolumbar		HP:0004567|HP:0004585	HP:0002650	
HP:0002945	Intervertebral space narrowing	Narrow intervertebral disc spaces|Narrow intervertebral spaces			HP:0005108	
HP:0002946	Supernumerary vertebrae				HP:0009144|HP:0030304	
HP:0002947	Cervical kyphosis				HP:0002808|HP:0005905	
HP:0002948	Vertebral fusion	Fused vertebrae|Fusion of vertebral bodies|Spinal fusion|Vertebral body fusion		HP:0002807|HP:0008471|HP:0008485	HP:0003422|HP:0100240	Spinal Fusion
HP:0002949	Fused cervical vertebrae	Cervical vertebral fusion|Fusion of cervical vertebrae			HP:0002948	
HP:0002951	Partial absence of cerebellar vermis				HP:0006817	
HP:0002953	Vertebral compression fractures	Fractures of vertebral bodies|Vertebral body compression|Vertebral collapse|Vertebral compression|Vertebral compression or collapse			HP:0003468	
HP:0002955	Granulomatosis				HP:0004311	
HP:0002958	Immune dysregulation				HP:0010978	
HP:0002959	Impaired Ig class switch recombination	Impaired B-lymphocyte isotype switching|Impaired Ig class-switch recombination (CSR)			HP:0005372	
HP:0002960	Autoimmunity	Autoimmune disease|Autoimmune disorders			HP:0010978	Autoimmunity
HP:0002961	Dysgammaglobulinemia				HP:0004313	Dysgammaglobulinemia
HP:0002963	Abnormal delayed hypersensitivity skin test				HP:0011840	
HP:0002965	Cutaneous anergy	Absence of delayed hypersensitivity skin test|Lack of delayed skin hypersensitivity reaction		HP:0005427	HP:0002963	
HP:0002967	Cubitus valgus				HP:0009811	
HP:0002970	Genu varum	Bow legs|Bow-leggedness|Genu vara|Genua vara		HP:0003052	HP:0002815|HP:0002979	Genu varum
HP:0002971	Absent microvilli on the surface of peripheral blood lymphocytes				HP:0004332	
HP:0002972	Reduced delayed hypersensitivity	Decreased reactivity to skin test antigens|Deficiency of delayed skin hypersensitivity|Impaired delayed hypersensitivity		HP:0005434	HP:0002963	
HP:0002973	Abnormality of the forearm				HP:0002817	
HP:0002974	Radioulnar synostosis	Fused forearm bones		HP:0003962	HP:0002818|HP:0002997|HP:0100238	
HP:0002977	Aplasia/Hypoplasia involving the central nervous system			HP:0001323	HP:0002011	
HP:0002979	Bowing of the legs	Bowed legs|Bowed lower limbs		HP:0006428	HP:0002981|HP:0006487	
HP:0002980	Femoral bowing	Bowed femur|Bowed femura|Bowed femurs		HP:0004998	HP:0002823|HP:0002979|HP:0040066	
HP:0002981	Abnormality of the calf				HP:0002814	
HP:0002982	Tibial bowing	Bowed tibia|Bowing of the tibia		HP:0006363	HP:0002979|HP:0002992|HP:0040066	
HP:0002983	Micromelia			HP:0003030|HP:0005753	HP:0009826	
HP:0002984	Hypoplasia of the radius	Hypoplastic radii|Hypoplastic radius|Radial hypoplasia|Short radii|Short radius|Shortening of radius	Radial ray hypoplasia	HP:0002995|HP:0004989|HP:0005014|HP:0005081|HP:0005714|HP:0006418	HP:0006501|HP:0009821|HP:0045009	
HP:0002986	Radial bowing	Bowed radii|Bowed radius		HP:0004996	HP:0003956|HP:0045008	
HP:0002987	Elbow flexion contracture	Contractures of elbows|Contractures of the elbows|Elbow contracture|Elbow contractures|Elbow flexion contractures|Elbow flexion deformity		HP:0003937|HP:0004984|HP:0005654	HP:0002996|HP:0100360	
HP:0002990	Fibular aplasia	Absent fibulae|Absent-hypoplastic fibulae		HP:0006373	HP:0006492	
HP:0002991	Abnormality of the fibula				HP:0002981|HP:0040069	
HP:0002992	Abnormality of the tibia				HP:0002981|HP:0040069	
HP:0002996	Limited elbow movement	Decreased elbow mobility|Limited elbow mobility|Restricted elbow motion		HP:0006395	HP:0001376|HP:0009811	
HP:0002997	Abnormality of the ulna				HP:0000924|HP:0040072	
HP:0002999	Patellar dislocation	Dislocated patellae|Dislocation of patella			HP:0003045|HP:0030311	Patellar Dislocation
HP:0003001	Glomus jugular tumor	Glomus jugulare tumor|Glomus jugulare tumors			HP:0002864	Glomus Jugulare Tumor
HP:0003002	Breast carcinoma	Breast cancer			HP:0100013	
HP:0003003	Colon cancer			HP:0006718	HP:0100273	
HP:0003005	Ganglioneuroma				HP:0004376	Ganglioneuroma
HP:0003006	Neuroblastoma			HP:0006738	HP:0004376|HP:0030067	Neuroblastoma
HP:0003009	Enhanced neurotoxicity of vincristine				HP:0000759	
HP:0003010	Prolonged bleeding time	Increased bleeding time		HP:0008294|HP:0008337	HP:0001872	
HP:0003011	Abnormality of the musculature	Muscular abnormality		HP:0003197|HP:0003708	HP:0000118	
HP:0003013	Bulging epiphyses				HP:0010580	
HP:0003015	Flared metaphysis	Flared, widened metaphyses|Metaphyseal flaring|Metaphyseal flaring of long bones|Metaphyseal splaying|Splayed metaphyses|marked metaphyseal flaring of long bones		HP:0000945|HP:0003047|HP:0004994|HP:0005015|HP:0005095|HP:0200002	HP:0003016	
HP:0003016	Metaphyseal widening	Wide metaphyses|Widened long bone metaphyses|Widened metaphyses		HP:0005074	HP:0000944	
HP:0003019	Abnormality of the wrist	Abnormalities of the wrists		HP:0001224	HP:0009810	
HP:0003020	Enlargement of the wrists				HP:0003019	
HP:0003021	Metaphyseal cupping				HP:0000944	
